"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Dominica","DMA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","0","80000","0","0","0","4799999.9","200000","200000","2300000","3000000","5185185.18518518","13518518.5185185","11925925.9259259","17196296.2962963","12888888.8888889","15222222.2222222","20411111.1111111","13200000","22600000","54092592.5925926","17800000","21114814.8148148","6511111.11111111","17955555.5555556","17596296.2962963","17115925.9259259","20110637.037037","31472140.7407407","26173948.1481481","19235559.2592593","25907525.9259259","40486774.8148148","56548262.962963","42420685.5555556","24341705.1851852","14192972.5925926","23152398.1481481","17915757.4074074","12349892.8031702","7160376.50888889","42264926.1072222","22677207.693769","78283172.0287841","63039788.6853796","21535037.8346489","33778931.0109904","28215162.2222",
"Denmark","DNK","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","104000000","125000000","164000000","212000000","240000000","266942015.475092","-190295662.759812","75799728.5000125","89464875.4173497","223893245.381989","104119701.030049","99454249.8990494","133850097.285508","60130799.9938145","-15356842.1248586","111103417.555728","163266341.137938","84660817.1227545","503338112.91511","1089565259.94644","1132146349.95011","1552515350.88704","1017385349.25764","1712766177.9681","5006178362.05013","4139423319.68617","773444115.829278","2791671359.18635","6674661469.00366","16847919225.9809","36013297907.195","9286404805.96887","4430703178.95052","1184825159.91313","-8804165491.1002","12847031342.3671","2385249288.38419","11809448518.2128","2191215665.76653","3771059440.08035","-11767861925.0632","13558894634.3461","-16349825685.2634","680338945.938662","6577348986.65252","1850770714.86075","7804020827.15213","3607276299.51791","8764023726.34583","-3801733788.9774","-263702466.532691","18030756546.7655","27041426455.3017",
"Dominican Republic","DOM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","71600000","65000000","43500000","34500000","53600000","63900000","60000000","71500000","63600000","17100000","92700000","79700000","-1400000","48200000","68500000","36200000","50000000","89000000","106100000","110000000","132800000","145000000","179700000","190700000","208100000","417400000","134200000","408700000","668900000","1344900000","989000000","1087900000","926000000","616530000","934480000","1118400000","1528700000","2252900000","2728400000","1695300000","1820200000","2197500000","3415900000","1599900000","2385300000","2227300000","2516100000","3597900000","2744500000","2829200000","2460600000","3349700000","3961600000",
"Algeria","DZA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","80120000","600000","41490000","51000000","358000000","119000000","187000000","178452646.789187","135152172.302668","25692486.0358378","348669038.123928","13207259.3615813","-53569192.6448124","417641.162800209","802668.874073183","397788.2970683","5316528.3778563","3711537.89978504","13018265.0203164","12091646.7968636","334914.564224985","11638686.4524336","30000000","1000","1000","1000","270000000","260000000","606600000","291600000","280100000","1113105540.9","1064960000","637853027","884749028","1155999999.99995","1841000000.00008","1686736539.70385","2638607033.75183","2746930734.16534","2300369124.15828","2571237024.68517","1500402452.8635","1691886707.50796","1502206170.55838","-537792920.921856","1638263953.77737","1230243450.87889","1466116068.03412","1381200049.59264","1143918159.62919","869151161.725393","75197017.9246171",
"East Asia & Pacific (excluding high income)","EAP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","417482884.6","514955384.5","533905576.7","1023388711.3","1164907900.89541","1873082205.89357","1404340314.5379","1001681449.00282","1135772959.89307","924555968.888299","1376936767.17258","2273131439.4936","2402953612.33293","2818960513.35525","2837398519.27008","2948205676.24678","3115986509.39046","3923247338.26571","6738630060.2031","8353613404.98347","10395966798.8454","13163288081.817","21343807238.3666","38807970566.1859","45467354630.0693","50702277671.7281","58560367769.0322","63348378747.1611","59556894377.2719","53023921804.7513","48073486629.5117","52300514762.3068","63365890143.4208","68473375421.3402","83287174353.472","129274070942.129","152545244572.044","193557974395.864","211786617876.821","156052480287.725","298452792445.198","337211277477.956","304703017760.429","361774786415.971","329634013054.047","306052813782.232","220264713792.701","239723759755.222","311049646125.261","261116778055.013","302744103443.354","437211686493.169","262275806597.047",
"Early-demographic dividend","EAR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1914402865.3601","1808573666.57858","1117654873.42303","1654247187.43176","-1153401256.29728","5340130963.96782","1366345486.15829","2294355142.98216","3339114289.56054","1990379982.77411","397730710.966847","12754228752.7815","14991603285.1211","8922933500.61839","8873070126.29255","5701590832.24196","6451387070.12535","3547341589.67384","8503024878.31051","8275108509.53513","11467360412.5128","15783449696.7114","17281763502.0775","18195006270.8209","29768906883.971","33499041126.0011","41162199115.823","58082008243.9932","51007976067.4017","60996601071.2592","51281457720.315","59935106068.9002","47270188920.2173","42967097270.8557","63736289621.2897","110761573909.502","154553936448.164","194309834203.273","235422640118.587","170362560630.663","186847380183.329","193649278781.695","185020502068.761","218310133275.074","187524451633.414","217100788363.34","198282174457.443","212257273917.515","221565929067.299","211948544581.452","199868162027.736","267484297256.618","254440847411.22",
"East Asia & Pacific","EAS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1906973498.1","2243066837","2650359015.62394","2014579663.02403","3526963191.11046","3396343571.5537","3451126412.42471","3025173435.46482","4079689976.40552","4786996829.79147","5994729553.82953","9003513278.89856","8478001553.60996","9088217943.42728","6385573830.65392","7361236504.01868","13718329642.5426","21167805534.1094","25777793319.3404","23722887550.9045","33599596974.3078","27434684003.7461","38089457274.9393","59909061766.2697","72331478087.1545","89651923008.8907","94206961320.2099","109178291166.276","98167597421.4803","129579232534.971","175113321468.043","127480271196.083","112946911577.398","126752186505.688","198738110689.885","189045772230.941","288013550917.782","396067487571.311","387381489815.831","287565601483.086","497025175773.889","560738088448.916","516808800426.902","591246978380.916","631305184326.533","617329261461.616","529194986721.225","561052701415.424","599632419626.34","532038387019.074","589722324386.717","810292730330.216","679120314555.942",
"Europe & Central Asia (excluding high income)","ECA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","58000000","45000000","43000000","79000000","64000000","114000000","10000000","27000000","34000000","75000000","18000000","95000000","55000000","46000000","113000000","99000000","125000000","115000000","354000000","663000000","719000000","865900000","2410900009.9","3636601999.9","2584916000","5103880000","6206025000","10398188000","8536401001.31128","8744461181.94402","7972453104.45985","12882292446.4515","12267823240.9828","21409953083.3693","36935783727.0796","47604348941.0107","89036476929.0434","134742790752.211","153019127781.429","86701633193.2817","85148972861.6411","118908961370.819","104626649253.467","115086599868.264","63259382919.9678","53300249231.5085","86541315903.9654","66286463565.2691","42995492849.7356","69995597229.718","39743191198.6175","82545911150.438","-4563385231.35531",
"Europe & Central Asia","ECS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","4502468280.4805","6020436971.20325","6617541587.46046","9854035953.88058","12799281521.0898","10273246606.2697","8273499392.19448","12618809029.8232","13854628515.4945","17607056302.7762","21045826581.7785","16467838715.0226","14710452955.5897","15791206135.2744","9970429000.39979","16902908858.3913","26305041186.6072","39533396089.1647","63558552468.9761","80164206908.5771","113097207030.923","91204130712.0416","89417535691.3473","95534175651.9177","100586999744.943","150818950449.043","156968027305.842","190853313737.744","354782976595.973","610160237307.497","855767491109.813","456503966968.247","415191075594.297","389461792162.257","441911816580.308","1021187618365.35","1285736815233.92","1886208136169.62","1250787412677.78","661191049373.167","749816308369.657","1072338437777","809792766316.318","759499945208.804","587848261897.511","1117635639561.83","1337453303304.74","896482950535.411","-319030307965.046","610636680274.381","131566636449.621","422599000736.703","159480174134.5",
"Ecuador","ECU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","88599999.9","162099999.9","80799999.9","52299999.9","76799999.9","95299999.9","-19900000","34500000","48600000","63400000","70000000","60000000","40000000","50000000","50000000","62000000","81000000","123000000","155000000","160000000","126000000","160000000","178000000","473720000","576330000","452480000","499680000","723950000","869980000","648410000","-23439367.9139981","538568575.17","783261009.55","871513414.023619","836939593.895645","493413835.545644","271428852.53","193872526.93","1057404020.15482","308629890.109","165893320.363638","646084358.687904","567417300.85638","727081206.263418","772389946.091118","1322701337.30748","764190868.12224","629582412.259198","1389198763.14022","979020496.243027","1094715900.76402","647301150.926887","829041803.529517",
"Egypt, Arab Rep.","EGY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","680000","2310000","30000","700000","130000","8000000","61000000","104777603.416204","318166137.202863","1216285716.02327","548285715.06898","752571429.646531","293571428.990816","490000000.7","729142857.576871","1177571428.57143","1217428571.42857","947714285.714286","1190000000","1250181818.18182","734000000","253000000","459000000","493000000","1256000000","598000000","636000000","890550000","1076000000","1065300000","1235000000","509900000","646900000","237400000","1253300000","5375600000","10042800000","11578100000","9494600000","6711600000","6385600000","-482700000","2797700000","4192200000","4612200000","6925200000","8106800000","7408700000","8141300000","9010100000","5851800000","5122300000","11399900000",
"Euro area","EMU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2687319465.50087","3892857216.47694","5017927465.82469","6553991931.70185","7696387690.77087","6247329414.46466","5074944909.35443","7248983511.66335","9372703584.40218","10307935884.5312","10484468783.1625","9512933191.28372","8274369139.59258","9337466556.88046","9314912357.59604","9960639373.00162","13220773734.9684","23114251787.5093","33951312059.3853","45551979409.19","60745451145.7359","55020865055.3744","60351966220.5534","59194428818.8389","56543236300.8492","79799727017.5106","93626161603.5412","90990871369.3978","173217335504.227","352402487687.93","555032214051.27","320365328198.436","253270736526.703","268978093220.425","270126278138.846","632976939310.44","817910758904.725","1281457260369.24","657121847577.394","438150611675.829","536184275609.389","818245641430.436","543524822076.128","603499787466.714","384896292022.232","786580460187.891","592734523824.122","481911700300.19","-57814681199.1781","349792190423.071","-7698823191.156","292115792041.381","-33189545344.3957",
"Eritrea","ERI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","","36669547.2231249","40797036.645433","45493.2775877118","83222099.9","27870106.7","12131626.4","22766165.8","24999786.5","24103664.8","1431553.8","15375609.7","7206504","39000000","91000000","91000000","39000000","41357999.9","43859000","46511000","49323000","52305000","55468000","61015000","-60671910","-30349590","-31228190","-32045670",
"Spain","ESP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","222000000","202000000","268000000","390000000","358000000","682635310.557578","477622019.881708","607674770.017613","1178156262.29804","1396810448.79965","1492697189.6098","1706766879.37235","1782685065.75119","1622388936.13354","1771829759.76171","1967804468.48446","3450598177.34751","4570700793.28043","7020568173.67176","8428379548.62269","13983611812.0265","12492782828.6164","13275723087.2105","10808165172.6317","8772628136.87355","8281607344.6532","9801379213.11597","9433660064.59714","15714658309.111","19628574139.8537","40509751188.4293","28909416991.4693","39359708554.1526","30744905690.6608","25268192650.5771","27007774843.3639","32927841460.4151","68229666915.1456","74088629877.4064","9549813317.16403","36609340306.4933","26832032514.6508","20848479095.5802","47373243838.9588","32943256862.6093","23037070821.4533","44253339407.6722","31565354023.7855","58626179994.9911","25880652698.1596","36630335495.6506","43909506910.5327","42294129936.1338",
"Estonia","EST","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82271988.6444622","168371544.554155","218447607.214571","206807479.410852","165850731.382423","274049611.936437","595587942.514285","325892789.377935","416214286.787887","592889580.182473","338234260.376913","1038244664.19461","1086893435.16594","3057558404.59854","1758167635.56107","3033145919.8766","1977264596.96392","1866296946.5753","2592255114.54213","1119148299.05953","1787341526.52249","1097942106.98721","1781648554.48116","-715465129.889722","925762256.709316","1735775304.25103","1232358347.85304","3052870944.49206","3616480317.59217","7361224247.53812","1530123234.73147",
"Ethiopia","ETH","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","5845410.63084319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170000","3500000","17210000","14140000","21930000","288490000","260670000","69980000","134639999.9","349399999.9","255000000","465000000","545100000","265111675.482385","545257102.178304","222000572.994807","108537543.965443","221459581.361984","288271568.250744","628624805.998665","278562822.162861","1343876023.73137","1855052153.64106","2626517918.313","4142937496.46329","4017159564.65434","3360419368.65295","2548743427.35754","2395799880.65984","4259445795.28263","3669991332.17486",
"European Union","EUU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2899569468.79635","4101957483.49027","5247233595.42947","6849955524.37092","8012974185.66077","6594486584.5167","4895513546.8622","7411236947.02411","9556880496.67247","10674298739.7985","10849499996.7238","9811504829.69492","8777233645.86529","9639295532.57701","9617570868.50591","10479696702.4972","14482696247.5257","23850125597.7168","36143075340.1259","48464549239.6589","64506841223.2225","64773304816.9858","63652598273.8206","69609296374.5499","72276352124.9392","110526695018.416","109980233226.671","116730539995.498","220144082121.518","452579930441.802","633986714307.46","366252770235.309","295343566624.833","293507610674.615","313836058138.357","731279014292.916","911860089994.704","1477512334051.62","828460948198.919","478991025004.119","539582758001.155","877745479520.752","565178435825.285","617106816507.813","432595731409.368","817291317821.227","722626856235.539","529598946720.967","-76787459543.985","502886494955.91","214650142683.51","461366584617.517","94516642771.1565",
"Fragile and conflict affected situations","FCS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","688569999.6","694550000.10068","265599984.53911","341784999.595316","96138874.4116089","435463580.534878","82121246.6943396","114816658.919227","-129582797.560825","167764191.886526","-1328336626.53529","358918746.306109","595042323.364189","359910767.506756","355433565.962628","1230989559.80755","124851458.334122","847357444.458392","813363384.647057","2378058795.31459","1369311614.44189","3510644260.67352","3014487403.32768","3527320291.85696","3584835060.33416","2752356123.66887","4316854611.7158","10428962358.2795","8904160684.12414","6935492648.36634","9383969699.89434","9410907292.94744","8480064191.58462","13558595393.6823","12300177573.4329","23865396333.7162","23484066489.2061","39520452134.0789","43534107195.1797","31771208422.0056","35739178164.562","42304842049.7031","44661745427.4769","32234218181.9976","16719168276.1871","22113520157.3204","20980200468.3716","24564275604.7686","22678146773.0626","18749495618.3406","12218261540.0747","27406734887.0432","15320272317.8017",
"Finland","FIN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","18000000","25000000","37000000","13000000","35000000","68270104.6169261","57984170.9085386","48060229.1996462","33797154.8324691","27528009.7492348","27949721.2814738","99646702.7266323","910574.132838514","84470656.84219","136184676.073096","112511585.51363","405308277.25387","273394061.108314","531741374.925324","490175830.765097","812172838.219176","-232904201.903945","396369713.714145","863526070.917893","277840045.043795","1450710446.10372","752969481.736254","2454075989.11364","12514915951.3826","7797795098.68143","13502068644.6076","3224710299.84937","8094575465.08978","5965369887.32256","6777097341.61981","10867806670.7033","4638725790.33102","21979356204.6661","19406664159.1787","-8825823233.80559","12221008932.1759","-6008001205.17501","4931090894.98296","-4922279528.51917","17528599997.1113","17485137455.9981","5124075140.91557","17149122038.4329","-10571698824.8262","15611668561.8503","-2487590239.30074","23869274273.1603","9139669355.04597",
"Fiji","FJI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","6400000","6500000","8500000","15699999.9","14300000","14100000","7330000","17100000","12190000","10170587.689665","36334087.8249029","36249750.0550676","36827764.6420869","31946263.9704152","23314315.2854096","21672150.9326871","8032725.26446812","16159396.5014773","31602682.4990824","30606741.5730338","-30386755.8761797","-40188200.0532002","37791314.9836244","-3243015.35567771","-31281482.1138906","-22683100.2607253","-72186987.8144374","-60193603.1308986","20334035.1819074","-147083835.755537","591375.114626136","41301896.3502762","30672578.3302519","40310494.5421484","250597673.082846","172951928.727855","583975309.323135","464230334.109297","679220489.280091","308373711.003253","178091735.587235","217158525.728722","277313671.991809","243782754.036692","377869372.267012","205373209.116505","391619655.400882","387602565.305446","468861002.876235","322282826.115833","239380737.903611","409894560.465739","103581591.564163",
"France","FRA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","621212781.7","525655900","656666980.5","1125479246.6","1846644387.7","1563849883.25955","977422843.564051","1896159371.65279","2471468400.48404","2588309412.66379","3282773277.87031","2469631624.9973","1585298782.09975","1725670868.53761","2397989218.95718","2595492779.80055","3255870956.36327","5139716801.65678","8489906284.29327","10303924628.9084","13183285334.811","15152742089.8424","21839501253.074","20754044035.6782","15797125294.9865","23736300874.0228","21971888803.0024","23047924754.756","29518429032.2114","45971216472.0884","41389082664.7628","50142053918.8909","51550483853.8509","42350800678.3509","35608535812.8719","85137061931.2536","78957053786.1349","83777598395.4499","67997446904.9733","18422928061.9131","38889439213.3126","44205811126.5792","32944663317.8722","31589283790.5549","5804878132.66635","42825414105.9409","32803666728.594","35868111746.0373","77493098693.2378","53499337503.7413","19368829836.4655","95864839855.8147","105424958013.771",
"Faroe Islands","FRO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","20209300","","","","","","","","",
"Gabon","GAB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-700000","15699999.9","17399999.9","15900000","79599999.9","166900000","38700000","34899999.9","56546282.4088442","55048465.0520873","31522217.0310212","54575942.022219","131738211.444365","111844131.911157","8124375.43113784","15091384.2509476","110249347.782176","89806044.8430393","132550733.915725","-30532121.0000975","73457901.5900881","-54589233.7944703","126940086.185977","-113715590.728322","-99602903.9968595","-195496960.295521","-285112515.098994","-114712203.811615","132605754.18622","89452781.6263726","278061231.967685","-100615451.014713","1160708.31013769","99666154.0233406","313970792.039638","326161877.897877","267805000","654808577.188853","693511288.988999","635674956.848352","523939106.191844","1123536918.98497","677327365.545557","324032442.445876","1263109047.12989","41707702.3264655","1243660159.686","1314029329.7202","1379070815.8589","1553136875.4115","1716511505.5221","1529221084.1177","1104592039.0423",
"United Kingdom","GBR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1487998811.68415","1771224349.2066","1207963191.18523","2722732319.90587","4373743379.63996","3318535789.63079","3006207709.47437","4426545753.96917","3787370849.09204","6469481160.44532","10122844315.8157","5879375698.17586","5413259759.41739","5178781725.93574","-347322544.783191","5476472897.18803","8569621721.76597","13074923701.8406","26430921298.4346","27108240789.3914","41363405438.8264","23244186242.4529","23011210833.6831","19686257926.6485","19561337402.3078","29129258040.8363","32412668835.2522","51311836383.8208","109817612847.493","129891584490.274","164130335444.123","56090924808.7938","89760582753.2235","36011240472.8341","87059621382.2839","252653397148.111","203636431868.244","209514959646.908","253454117907.322","14547108445.0914","66734551294.0913","27012050072.3452","46750789727.7264","54473175400.2415","58890445252.714","45333483122.0899","324813224213.021","125358809934.121","-25055440306.9073","19790761929.1277","132476034789.015","5922252759.15616","44126903482.3809",
"Georgia","GEO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000","8000000","","","242500000","265300000","82300000","131466678.34","109871635.49","160398660.46","334891041.62","492732940.01","453107292.01","1171394522.25","1892093991.1","1602232455.97","660800885.27","920915812.73","1170087549.5","968196197.63","1046562195.15","1836879042.83","1735285391.9","1659819993.32","1930381394.76","1304946394.07","1382476632.7","551844400.59","1267373915.68","2033803142.44",
"Ghana","GHA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","67799999.9","30600000","11500000","14400000","14270000","70869954.9990845","-18260969.9999066","19217479.3838501","9696236.56497192","-2800000","15600000","16263751.9999695","16300000","2400000","2000000","5600000","4300000","4700000","5000000","15000000","14800000","20000000","22500000","125000000","233000000","106500000","120000000","81800000","167400000","243700000","165900000","89320000","58930000","136751000","139270000","144970000","636010000","1383177929.85458","2714916343.69978","2372540000","2527350000","3247588000","3294520000","3227000000","3363389444.44444","3192320530.7897","3485333369.27964","3254990000","2989035000","3879831469.7","1875782953.46905","2612789792.55474","1472600000",
"Gibraltar","GIB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","780000","1450000","870000","-700000","-1830000","630000","-520000","560000","-1310000","-400000","380000","700000","1110000","8400000","12850000","15680000","12330000","17860000","38770000","19690000","2720000","210000","769000","23774000","17301000","17810000","63452427","9942000","1677000","30000000","78966000","97900000","105000000","125000000","385900000","381880000","91030000","0","956060000","605560000","189999.999999999","-73758603.6635933","53272458.4212994","1618447260.26485","577590000","352760000","44400000","176350000","197610000","658300000",
"Gambia, The","GMB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","100000","1700000","1700000","1399999.9","1200000","100000","900000","-560000","2104763.22636564","12364861.5970649","280000","2009878.34170447","270000","-400000","-1700000","-500000","-1990000","1525217.66358355","1177623.96914136","13713834.3210935","14119999.9","9270433.33943914","6323269.18631978","10741221.6768598","9716366.67037366","7729249.07225427","10655113.9800558","11666476.0379732","23699999.9","49479999.9","43520000","35479999.9","42826999.9","18272720.342347","55526319.4407831","53650280.0190841","82208102.587765","78094820.9585794","70792382.3207138","39447343.7084005","37140887.8131734","36077136.0813735","41183457.7698366","68340322.378848","23014092.0424561","71976051.7034138","69830172.212844","64338516.0351372","81805006.5959045","71083305.8667937","189576190.794227","251822628.807366","236000000",
"Guinea-Bissau","GNB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","-130000","","40000","","230000","","","0","0","2290000","1439999.9","820000","120000","680000","470000","2020000","2089999.9","5830000","3299999.9","430000","40000","1030000","11479108.8","4407138.2","730876.6134","702270.8631","395613.596288615","3545253.68893724","4005503.68688217","1915633.35188715","8692468.08975684","17887123.5620828","18770117.49192","6630074.02775762","18890200","26240200","25024047.388377","6624917.19274534","19639703.7983811","28852727.6882278","18575499.4478127","14221700","15691197.9520896","20563818.2174005","71658680.3379902","20989721.6146962","18529723.3545946","21940884.8921",
"Equatorial Guinea","GNQ","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","-20000","","","-180000","450000","520000","2169999.9","2439999.9","5629999.9","1679999.9","500000","890258.9696127","11073778.6647058","41324758.9335023","6018320.15756731","22301675.6350731","16995533.4921224","126924170.672485","376180404.220707","53451528.1","274768116.7281","154296173.9421","154499589.8738","940741215.6788","323391507.4578","689779766.0014","340914468.516","769146185.1714","469506014.6494","1242731087.2645","-793872332.8234","1636219625.3171","2734000000","1975000000","985256411.512","582948701.8906","167875182.5769","233325072.8367","53998812.9036","304827249.4895","396077780.0117","452287112.0704","410016918.3231","459848321.2854","458509902.9987",
"Greece","GRC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","50000000","42000000","55000000","62000000","67000000","24000000","305000000","387000000","428000000","613000000","672000000","520000000","436000000","439000000","485000000","447000000","471000000","683000000","907000000","752000000","1005000000","1135000000","1144000000","977000000","981000000","1053000000","1058000000","984000000","71200000","82701091.4183123","-8195469.28845516","2001266.56220201","34180546.5370639","1408086698.62351","2147927926.7584","688484256.649083","5411403362.23117","1957124444.19442","5733447473.24928","2766296835.47185","532926980.500431","1092191387.83039","1662090329.838","2945271844.68569","2697339246.05447","1268938505.86333","2698544612.16074","3439131879.75517","4025447788.57703","4999635989.53693","3303648833.22836","6132475888.3553","6846333190.71589",
"Grenada","GRD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","-100000","1400000","0","0","0","1900000","2500000","2800000","4111111.11111111","4481481.48148148","14722222.2222222","14981481.4814815","10481481.4814815","12874074.0740741","15274074.0740741","22581481.4814815","20248148.1481481","19311111.1111111","19977777.7777778","16962962.962963","33500000","48685185.1851852","41551851.8518519","37407407.4074074","58748148.1481481","54488888.8888889","89166666.6666667","65014333.3333333","70157129.6296296","89787148.1481481","156554796.666667","134832583.333333","102556362.962963","60420861.1111111","42648183.7037037","31489862.962963","74688413.3333333","106797167.694444","156442123.708519","109856645.676727","155662145.333704","184005688.979111","198978976.599383","148811370.074643","144226098.756704","159967672.963",
"Greenland","GRL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","29399999.9","28600000","15900000","34799999.9","47399999.9","80000000","12500000","97500000","127200000","117000000","110700000","127100000","77100000","45000000","38000000","61800000","68800000","150200000","329900000","76200000","47700000","90700000","94100000","142500000","65200000","75200000","76900000","631400000","1346300000","924600000","-788600000","-936494410.38247","-1016996773.78154","19488617.59936","321400000","540000000","635300000","859200000","731386670","499821250","1102460180","876760590","1399819890","1522143500","1407555280","1203355080","845786560","998344470","922397870","1170758860","1004371660","3597772700","1338345150",
"Guam","GUM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","9000000","-2439999.9","2500000","8199999.9","1360000","800000","5009999.9","-1764705.88304498","4019999.9","588235.294348328","588235.294348328","-1777777.77840988","4433333.33481111","4733333.33491111","4489019.5194584","1810974.26891343","-9000000","4349999.9","2100000","-2060000","7900000","12340000","146610000","69540000","106690000","74420000","59000000","52000000","44000000","46000000","67100000","56000000","43600000","26100000","30000000","76800000","102400000","152400000","178000000","164000000","198000000","246800000","277910000","200558390","237750048.55","137700000","162654036.352959","327343651.21783","1180405596.06866","1695179887","1294482521.17088","2237312735.22896","4408443480",
